可能會	497
噴火龍	439
因為他	376
應該是	326
然後我	321
咆哮虎	314
所以我	307
因為我	299
烈咬陸	292
咬陸鯊	292
烈咬陸鯊	291
風妖精	262
可能是	258
不會死	253
寶可夢	242
奇麒麟	235
再來一	225
來一次	222
幽尾玄	219
尾玄魚	219
幽尾玄魚	219
再來一次	218
有可能	205
大狃拉	202
他可能	202
他如果	198
我可以	190
好不好	186
也可以	183
是不是	176
賽富豪	170
我可能	165
我覺得	157
勾魂眼	156
就可以	154
巨沼怪	153
比較好	151
的隊伍	150
一定會	149
是沒有	146
大嘴鷗	145
然後他	145
鋁鋼橋	144
鋼橋龍	144
鋁鋼橋龍	144
美納斯	144
等一下	144
是可以	142
但是我	142
點守住	141
一點點	140
也沒有	138
就是我	135
的話我	135
花葉蒂	134
我應該	131
開空間	131
來悲粗	131
悲粗茶	131
來悲粗茶	131
仆斬將	130
斬將軍	130
仆斬將軍	130
或者是	129
可以打	126
不知道	125
就好了	125
個隊伍	124
不可能	122
我們的	122
氣象球	120
是一個	119
班基拉	119
基拉斯	119
班基拉斯	119
看起來	116
他這裡	116
兩個人	115
龍頭地	114
頭地鼠	114
龍頭地鼠	114
是不會	113
好一點	113
所以他	111
我們這	108
是披帶	107
月亮之	105
亮之力	105
月亮之力	105
不一定	104
這四個	104
披帶的	104
還不錯	103
邊守住	102
我們就	101
系技能	101
不是很	100
這個隊	99
一回合	98
不好打	98
我現在	98
這個隊伍	97
個回合	97
我想想	97
就這四	96
四個吧	96
就這四個	96
這四個吧	96
有什麼	95
他應該	95
就這四個吧	94
是圍巾	94
煤炭龜	93
有機會	92
他可能會	92
了這個	92
沒什麼	91
的寶可	89
的寶可夢	89
那就戰	88
就戰勝	88
那就戰勝	88
戰勝了	87
就戰勝了	87
那就戰勝了	87
姆克鷹	87
這一隊	87
一個人	86
一定要	86
他一下	86
沒有差	86
晶光花	86
有可能會	84
如果是	84
暗影球	83
無所謂	83
我需要	83
其實我	82
圍巾的	80
艾路雷	80
路雷朵	80
艾路雷朵	80
棄世猴	79
是披帶的	79
大竺葵	79
其實也	77
速折返	77
那我們	77
我這裡	77
閃焰衝	77
焰衝鋒	77
閃焰衝鋒	77
沒有關	76
有沒有	75
我只要	75
是什麼	74
也不是	74
開順風	74
了因為	74
而且他	74
化石翼	73
石翼龍	73
化石翼龍	73
勇鳥猛	73
鳥猛攻	73
勇鳥猛攻	73
是比較	73
日光束	73
的技能	72
但是他	72
會比較	72
投降了	72
有關係	72
火焰雞	72
我其實	71
吧因為	71
他現在	71
為什麼	70
吧對面	70
左邊守	70
最好的	70
的情況	69
可能還	69
的所以	69
可能也	69
的首發	69
左邊守住	69
索羅亞	68
羅亞克	68
索羅亞克	68
結束了	68
水箭龜	68
那這樣	68
主要是	67
勝了這	67
戰勝了這	67
勝了這個	67
就戰勝了這	67
戰勝了這個	67
那就戰勝了這	67
就戰勝了這個	67
應該要	67
的特性	66
對面的	66
守一下	66
是有點	66
雨天隊	65
沒有關係	65
我也不	65
烈箭鷹	65
這兩個	64
可能不	64
凍之風	64
隊伍的	64
這個就	64
個就是	64
沒有什	64
沒有什麼	64
邊然後	64
差不多	64
有一個	63
冰凍之	63
冰凍之風	63
可能就	63
文柚果	63
波動衝	63
大地之	63
地之力	63
大地之力	63
這個就是	62
之類的	62
是圍巾的	62
的時候	61
實在是	61
第一回	61
第一回合	61
也不會	61
打不死	60
巨金怪	60
我左邊	60
快速折	60
快速折返	60
噴火駝	60
這時候	60
而且我	59
中要害	59
如果他	59
我如果	59
定身法	59
那我就	59
是因為	58
都可以	58
個技能	58
擊中要	58
擊中要害	58
空間隊	58
電光束	58
萬伏特	57
的話那	57
蚊香蛙	57
泥偶巨	57
偶巨人	57
泥偶巨人	57
沙奈朵	57
真的是	56
的話他	56
的速度	56
是不會死	56
鋼鎧鴉	56
香蛙皇	56
蚊香蛙皇	56
個吧對	56
四個吧對	56
個吧對面	56
這四個吧對	56
四個吧對面	56
這四個吧對面	56
淘金潮	55
還可以	55
他應該是	55
完全沒	54
也是可	54
如果你	54
就這四個吧對	54
直接秒	54
最後一	53
所以就	53
打右邊	53
我們先	53
妙蛙花	53
沒有很	52
這兩個人	52
十萬伏	52
十萬伏特	52
之波動	52
我是不	52
比我快	52
長毛巨	52
毛巨魔	52
長毛巨魔	52
也是可以	51
好因為	51
憤怒粉	51
他左邊	51
大嘴娃	51
這樣的	50
能可以	50
一下我	50
為我們	50
水流噴	50
流噴射	50
水流噴射	50
的噴火	50
一家鼠	50
是為了	49
的傷害	49
是我們	49
也可能	49
其實還	49
有點不	49
不太好	49
對手的	49
瑪狃拉	49
可以先	48
以直接	48
加很多	48
除非他	48
因為我們	48
四個人	48
魔法閃	48
法閃耀	48
魔法閃耀	48
不多娃	48
多娃娃	48
差不多娃	48
不多娃娃	48
差不多娃娃	48
近身戰	48
什麼意	47
會剛好	47
的然後	47
然後右	47
後右邊	47
然後右邊	47
他沒有	47
不一定會	47
他投降	47
看一下	47
就是他	47
鱗甲龍	47
十萬馬	47
萬馬力	47
十萬馬力	47
污泥炸	47
泥炸彈	47
污泥炸彈	47
打不動	46
可以直	46
可以直接	46
是最好	46
我右邊	46
燈火靈	46
是這樣	45
其實不	45
種族值	45
雖然我	45
是那麼	45
火龍的	45
噴火龍的	45
可以再	45
怎麼辦	45
皮可西	45
一定是	44
了所以	44
的因為	44
的隊友	44
個首發	44
守住的	44
如果不	44
就直接	44
是會死	44
其實沒	44
是最好的	44
打左邊	44
會比我	44
一半多	44
他投降了	44
是噴火	44
可以看	44
有守住	44
霸王花	44
洛托姆	44
麼意思	43
什麼意思	43
怎麼樣	43
這個是	43
這樣子	43
他右邊	43
一點血	43
是一定	43
反正我	43
唱滅歌	43
冰岩怪	43
全沒有	42
完全沒有	42
一下他	42
空間下	42
他這個	42
不怎麼	42
非常好	42
為他這	42
因為他這	42
就沒有	42
啦因為	42
因為這	42
左邊上	42
接秒了	42
直接秒了	42
芳香精	42
寶石海	42
石海星	42
寶石海星	42
是非常	41
這個首	41
這個首發	41
比較高	41
該是不	41
應該是不	41
上咆哮	41
上咆哮虎	41
守住他	41
左邊吧	41
我這邊	41
比他快	41
他一定	41
我只能	41
的噴火龍	41
隊對面	41
樣的話	41
的問題	40
情況下	40
頭巾混	40
巾混混	40
頭巾混混	40
有可能是	40
為他的	40
因為他的	40
然後再	40
邊好了	40
定會死	40
能會有	40
可能會有	40
我可能會	40
是噴火龍	40
精神強	40
神強念	40
精神強念	40
剋命爪	40
洗衣機	40
雪妖女	40
這樣的話	40
接下來	39
常見的	39
打不贏	39
攻擊技	39
擊技能	39
攻擊技能	39
要怎麼	39
個順風	39
個血量	39
他可能是	39
能需要	39
有技能	38
個人都	38
那我可	38
我一下	38
一定會死	38
這裡可	38
可能需	38
可能需要	38
就會死	38
我還是	38
的配置	38
第四個	38
第四個人	38
白色香	38
色香草	38
白色香草	38
是不可	38
沙暴隊	38
上後排	38
甲賀忍	38
賀忍蛙	38
甲賀忍蛙	38
冥想一	38
能不能	37
他其實	37
我們可	37
是我可	37
點什麼	37
我這個	37
這個血	37
好了因	37
好了因為	37
還是我	37
大劍鬼	37
可以把	37
擊掌我	37
是不可能	37
自己的	36
的輸出	36
的物攻	36
的風妖	36
的風妖精	36
在空間	36
說真的	36
會沒死	36
也不能	36
不是那	36
這個血量	36
有一點	36
話我們	36
可以不	36
他後排	36
他就會	36
先下去	36
如果我	36
們這邊	36
我們這邊	36
巨鍛匠	36
很多人	35
什麼呢	35
其實是	35
隻寶可	35
隻寶可夢	35
沒有技	35
沒有技能	35
們可以	35
可以上	35
上風妖	35
上風妖精	35
是我的	35
較好一	35
比較好一	35
較好一點	35
比較好一點	35
三首惡	35
首惡龍	35
三首惡龍	35
打我的	35
不是不	35
會守住	35
也可能會	35
地獄突	35
獄突刺	35
地獄突刺	35
說不定	35
先守住	35
的話我們	35
的可能	35
只要不	35
可能比	35
就是不	35
生命水	35
命水滴	35
生命水滴	35
大部分	34
有很多	34
他不是	34
我直接	34
啦所以	34
右邊然	34
右邊然後	34
不點守	34
不點守住	34
不是那麼	34
應該會	34
我應該要	34
我打死	34
以看到	34
可以看到	34
點因為	33
可以選	33
憤怒之	33
怒之拳	33
憤怒之拳	33
再來是	33
該是會	33
應該是會	33
技能的	33
我沒有	33
我就會	33
會比較好	33
們這一	33
我們這一	33
我們是	33
能會點	33
可能會點	33
是很好	33
我一定	33
以我們	33
他也可	33
他需要	33
可以考	33
以考慮	33
可以考慮	33
把我打	33
出空間	33
大力士	33
單純光	33
純光束	33
單純光束	33
特性互	33
性互換	33
特性互換	33
另外一	32
技能可	32
的血量	32
物攻手	32
生命寶	32
命寶珠	32
生命寶珠	32
我們可以	32
了然後	32
下去了	32
威嚇一	32
邊的話	32
能會死	32
可能會死	32
是完全	32
什麼技	32
麼技能	32
什麼技能	32
的順風	32
覺得我	32
其實可	32
但是沒	32
好一點點	32
只能說	32
所以我們	32
是需要	32
有那麼	32
可以秒	32
影子偷	32
子偷襲	32
影子偷襲	32
非常的	32
暴風雪	32
的話是	32
摔角鷹	32
角鷹人	32
摔角鷹人	32
所以這	31
還是不	31
有些人	31
因為對	31
威嚇他	31
通常是	31
右邊守	31
右邊守住	31
右邊上	31
後他這	31
他這邊	31
邊可能	31
實沒有	31
兩個人都	31
完全不	31
可以點	31
怎麼會	31
們這一隊	31
我們這一隊	31
應該不	31
不是很好	31
上噴火	31
很危險	31
沒有那	31
點左邊	31
有點麻	31
點麻煩	31
有點麻煩	31
有辦法	31
倒是沒	31
把我打死	31
這樣我	31
吧我想	31
都沒有	30
還是會	30
的但是	30
的就是	30
其中一	30
不錯的	30
然後他這	30
我等一	30
我等一下	30
一次他	30
擊掌右	30
掌右邊	30
擊掌右邊	30
其實沒有	30
也還好	30
也不會死	30
威嚇我	30
一個回	30
一個回合	30
一下對	30
龍之波	30
龍之波動	30
的後排	30
上烈咬	30
沒有那麼	30
如果點	30
還是有	30
能比較	30
我就不	30
個空間	30
看我嘛	30
有問題	30
不確定	29
還有一	29
可能沒	29
能就是	29
的道具	29
該是不會	29
應該是不會	29
抗鬥果	29
住然後	29
右邊好	29
者是我	29
或者是我	29
是不好	29
會比我快	29
可以接	29
就是一	29
知道他	29
一定不	29
左邊然	29
左邊然後	29
點危險	29
會殘血	29
我們直	29
們直接	29
我們直接	29
的幽尾	29
的幽尾玄	29
的幽尾玄魚	29
右邊吧	29
我不會	29
我只能說	29
上烈咬陸	29
上烈咬陸鯊	29
的烈咬	29
不會被	29
開出空	29
開出空間	29
空間的	29
戲法空	29
法空間	29
戲法空間	29
並不是	28
相當於	28
如果有	28
技能打	28
冰凍拳	28
幽靈系	28
可能有	28
那我們就	28
